I have a lot to do.	I do a lot, a lot of things.	0
The examination of that hypothetical combined sector is confined to the production of a table (Table 3 of the contested decision), without any explanatory comment.	the examination of this hypothetical joint sector consisted only in drawing up a single table (Table 3 of the contested decision) without any explanation.	1
We can't avoid the future.	that's a thing we can't avoid.	0
And I'm gonna make your friends watch.	and your friends will have to watch.	1
‘Article 14 Adaptations The Commission may adapt Annexes I to IV without broadening the scope of this Directive.	"article 14 Amendments to the Commission may amend Annexes I to IV, however, without extending the scope of this Directive.	1
And I'm fucked here, man.	I'm fucked!	0
Leia's lip twitched.	it's Lip.	0
That night in McGill's she reminded me of a dream I had.	I had another dream last night.	0
That's so beautiful.	so that, so it's alimony.	0
She owns the Traders Hotel.	he's the owner of Traders Hotel.	1
It's about him.	it's not about morality, it's about a relationship.	0
However, where tenders quote exactly the maximum rate of the refund, the Commission may fix a percentage to reduce the quantity awarded.	however, in the case of tenders which indicate the maximum amount of compensation, the Commission may set a percentage to reduce the quantities awarded.	1
I got stuck in some traffic.	I'm stuck.	0
Error opening file '%s': %s	error renaming temporary file '% s':% s	0
Nah. Got to send her back to her command.	no, they're sending her back to her command.	1
Hey team, come over here.	hey, come here, perry, come here.	0
I read this and I think it may be my husband	I read it, and I think it's my husband.	1
We are looking for someone that we think that you might know.	we're looking for someone you might know.	1
Let's calm down.	just calm down.	1
I can't believe you're here.	I don't believe you believe.	0
I gave it to Ruby's daughter.	I gave it to you?	0
6 The provisions of Paragraph 95(11), concerning authorisations issued to psychotherapists, are as follows:	4 Article 11 (1) of the Sixth Directive, concerning different provisions, provided in paragraph 1:	0
Are there any answers?	do we have any answers?	1
'Cause she's racist, and I... I really like her.	really, really...	0
Name's Molly.	my name's Molly.	1
The more gaping... the more obscene... the more it's me, my intimacy, the more I step back. It's metaphysical:	step back, step, knock.	0
No sense of fear influenced her decision, for fear is seldom known to the children of Mars.	but Ander, who had completely forgotten his fear, had taken to his father's face, his face twisted with fury.	0
Ted, the only hot girls that troll the internet For dudes are crazy, hookers, or dudes. Okay, she's not crazy.	Ted, the only good girls looking for guys on the Internet are either crazy, hookers or men.	1
I knew her	I knew I knew you.	0
"Dear Future Ted, stay away from Natalie,	dear Ted from the future, stay away from Natalie.	1
Bobsleigh at the 1988 Winter Olympics	barefoot at the 1988 Winter Olympics	1
He's angry 'cause he can't talk.	you can't be angry.	0
He will heal us.	it will heal.	0
That's the same thing.	that's the same thing, Shawn.	1
It's like, um... my whole life, all I've ever thought about... was what I could get for myself.	it's like... All my life, I only thought of what I could get for myself.	1
You're clean, eh?	you're clean, right?	1
Because I know you.	I know you know.	0
I'm telling the truth, Doc.	I'm telling you.	0
He'll come back disappointed again.	he'll be back disappointed.	1
Oh, thanks, but ever since I got really drunk on tequila, I never drink the stuff anymore.	thanks, but I don't drink Tequila anymore.	1
Was she a great, big fat person?	was she big and a little fat?	1
The social worker is coming over!	social worker will come!	1
Can you fix radiators?	can I fix this for you?	0
Species Marbled rockcod Notothenia rossii Zone FAO 48.3 Antarctic (NOR/F483.)	species: Ledovka cup Gobionotothen gibberifrons Zone: FAO 48.3 Antarctic (NOG / F483.)	0
I don't eat dairy or meat.	you don't eat.	0
LONDON – France’s new president, François Hollande, has achieved a remarkable series of political victories – at home and in Europe – since his election in May.	London - New French President François Hollande has achieved a remarkable political victory at home and in Europe since his May Day election.	1
Swift decision-making and adequate preparation of the merger by both agencies would mitigate any negative impact for the staff and activities of either agency.	the rapid decision and appropriate preparation of the concentration by both agencies would mitigate any negative impact on both agencies "personnel and activities.	1
Yes, come in, Clark, come in.	come, come, come in.	0
In the Nafiz's chambers or imprisoned.	in Nafiz's chambers or trapped.	0
Budget execution of voted appropriations - Expenditure under centralised direct management made by the Commission In EUR	X Centralised centralised management by the Commission	0
And she's not giving up, you know.	and she won't give up, you know that.	1
You're cute.	come on, you're cute.	1
"You'd better hurry," whispered Pat.	better than you.	0
I've created a monster.	I made a monster.	1
Oh, it's a rhetorical question, pal.	not a real question, rhetorical.	0
I knew her	I knew I knew you!	0
Shouldn't you be lying down?	are you lying?	0
The brain drain is clearly a problem and must be addressed through specific provisions.	the obvious problem is the brain drain, which must be addressed by specific actions.	1
It looks like they're leaving.	it looks like this.	0
(c) the amounts concerned are small.	(e) the rapporteur concerned / concerned.	0
"Please get in," he said, leaning across the seat and opening the door.	please, everyone, have a seat.	0
Boy, I hated that job.	that I hated you.	0
You have something here.	you have to have something worth something.	0
I take ship... ransom... nobody get hurt.	I'm nobody.	0
Captain's Log, stardate 1672.1.	captain's log, stardate 44721.9.	0
I know we haven't been doing a whole lot of partying recently, and I'm not saying it's gonna fix everything, but I couldn't ignore your birthday.	and I have to fix this.	0
Well, thank you for tonight.	thank you, thank you.	0
I mean, he's an old man!	he's an old man!	1
How far is it to Deepwood Motte?	how far to Pahill?	1
Inside the vault is a bare room with the safe set in the wall.	inside is a bare room with a built-in vault in the wall.	1
Why are you killing yourself on someone like him?	why do you kill someone like him?	1
I just want to go after it, the way Vera always went after what she wanted.	I want to go for it, just like Vera always followed what she wanted.	1
Oh Alice, I gotta go.	we gotta go.	0
What kind of story is that?	what kind of name is that?	0
"De nada, " he said.	"de nada," he said.	1
Captain's log, stardate 46693. 1.	captain's log, stardate 44896.9.	0
You broke it.	you broke it?	0
6 According to Article 3(1) of that regulation:	6 Article 3 (1) of that regulation is worded as follows:	1
Whole new everything.	all new.	1
This is the police police, Captain.	that's "police police."	1
Just embrace the fact That you are lucky enough to be a happily married man.	you're married.	0
The name is Sam.	my name's Sam.	1
The video game made me fat and... It is like my grandmother.	the game is over.	0
I'm not gonna let you do that.	I won't let you do this.	1
I'm glad to know you're thinking about me.	and I'm glad.	0
So how you wanna do this?	you wanna fucking do this?	0
These are my friends, Mom.	they're friends, Mom.	1
I came in.	you came.	0
If this criterion is met, there is no need to seek even greater sustainability.	if this criterion is fulfilled, it is not necessary to pursue even greater levels of sustainability.	1
That sounded amazing.	that sounded wonderful.	1
I think it's time that we ditch the stolen vehicle.	I think it's time for us to ditch the stolen vehicle.	1
I guess so.	I guess not.	0
Do you think I have what it takes to really make it as an actress?	do you think I have what it takes to make me an actress?	1
I-- I thought you didn't like the banjo.	I thought you didn't like the banjo.	1
In view of this, avoiding engine deposits is increasingly important to them.	it is therefore increasingly important for them to prevent the emergence of deposits in engines.	1
You've been, uh, taking 80% of the Irish stock for your customers up north.	and stock.	0
Miss Jones, to you. Is she a girlfriend, sir?	miss Jones, is she your friend, sir?	1
Like, I don't know how possible that is, but, you know, I'm...	how do you know?	0
You know, your sweetness would be a lot more convincing if we hadn't already met your predecessor.	thanks a lot, asshole.	0
Bad and good doctors are the same, then?	so the bad doctors and good doctors are the same?	1
Do the right thing.	right, right.	0
Drugs and alcohol... Cost me my career as a movie star.	drugs and alcohol cost me a career television star.	1
Ever since the prehistoric cave jews Hunted down jesusaurses, Slaughtering defenseless creatures has been	ever since the prehistoric cave Jews who hunted for Jesus, the slaughter of defenseless creatures was our national hobby.	1
Every day I see you writing and I am thinking, "What is he writing about?"	I see you writing every day, and I wonder what you're writing about?	1
A cage with a bomb inside!	the bird cage with the bomb inside!	1
And our robotic Romeo here.	and here's our robot Romeo.	1
That what that's for?	what's this for?	1
Article 2 The second sentence of Article 10(1) of Regulation (EC) No 70/2001 is replaced by:	article 2 Article 10 (1) of Regulation (EC) No 70 / 2001, the second sentence is replaced by the following:	1
Then I focused the glasses better and I saw one rider, another, a third.	I focused and saw one rider, the other, the third.	1
"This is between Beverly and me!"	this is between you and me.	0
Bitch, move over.	come on, bitch.	1
Megan used to be my roommate.	Megan was my roommate.	1
Detective Pope.	detective Ann Pope.	1
Beautiful bird, why aren't you eating?	why, why?	0
Her what? £500, uncle, for the last novel, The Mysteries of Udolpho.	that's the last of the last.	0
Okay, go for a walk.	all right, let's go for a walk.	1
I'm sorry to keep bothering you.	I'm sorry, I tried to warn you.	0
And least of all you.	and at least you.	1
He's got his struggles, but he's working on 'em.	he's got his gun, and he's waiting for you.	0
Oh, Robin, if you weren't so much stronger than me, I would slap you.	I'll slap you.	0
Your unit...	his unit...	1
Method A: B = P – D – N – S Method B: B = I – R – N Where:	method A: B = P - D - D - N - S Method B:	1
He fumbled for the lamp, switched it on.	then he switched on the radio.	0
I mean, what's the point of having good hair if you don't sing in public?	I mean, what good is your hair if you don't want to sing in public?	1
"Grandfather!" she screamed.	"Grandpa!" She moaned.	1
Looks like I'm stuck here for the rest of my life.	the only decision I have to make is for the rest of my life...... if I want to be buried normally or cremated.	0
Okay, I've identified some candidates for Chuck, and they are awesome.	I found some candidates for Chuck and they're amazing.	1
I'm going to the ladies' room.	I'm going to shower and I'm going to bed.	0
A concentrated blue stain settled in both his lung and stomach tissue.	a concentrated blue stain in the tissue and stomach.	1
And I want to thank my grandma... ...for always being good to me... ...and for helping save the world and everything.	thank you for everything.	0
So, um... I'll see you tomorrow?	see, you see?	0
Set options specific to this model document.	sets the option-specific options for this model document.	1
Aye, makes sense.	that makes sense.	0
All right, Corporal. - Sir.	all right, Corporal.	1
Oh, Robin, if you weren't so much stronger than me, I would slap you.	I slap you!	0
Captain's log, stardate 46693. 1.	captain's log, stardate 47829.1.	0
Well, goodbye, Mole.	look, all right... bye-bye, Mole.	1
I'm sorry I didn't call. I meant to.	I'm sorry, Norman.	0
Limbeck hesitated on the doorstoop, peering nearsightedly into the windswept, rain-drenched landscape.	Limbeck paused in the doorway, squinting at the wind-whipped and rain-drenched landscape.	1
Oh, Annie, I'm so proud of you. Thanks.	baby, I'm proud of you, and Ringo's proud.	0
Hey, Rico, knock it off!	knock, knock.	0
If there's one thing a good-looking woman can have whenever she wants, it's a social life.	she was a woman, blonde.	0
Rathscheck and Theis-Böger reject Germany's argument that the subsidy did not provide an advantage to Magog.	Rathscheck and Theis-Böger rejected Germany's claim that the contribution did not offer Magog any advantage.	1
He can still be useful.	you still can.	0
I swear it, I will.	I swear to you, Malcolm, I swear... I did it for us.	0
Winesap & Mackintosh, attorneys.	report: Winesap & Mackintosh, attorneys.	1
You have seen the Earl?	have you seen this?	0
Delia only wore pantyhose when she went to church.	she wore a fear of the Lord.	0
Patrick, you told me to cut the steak.	Patrick, you told me to cut.	1
You sure you wanna go down this path?	you wanna fucking do this?	0
Here's to you, Henry.	to you, Henry.	1
I don't know, but Caleb's taking us to it right now.	I don't know, but Caleb's taking us there.	1
I'm very glad you liked it.	I'm glad you're back.	0
When you got beat up?	when they beat you up?	1
Wednesday at 2:00?	Wednesday at 2?	1
But we could do anything we want.	but we can do whatever we want.	1
Back across the sea,where I live.	across the province.	0
And all you gotta do is get me to him.	you gotta be kidding me.	0
In a city of eight million people, you happened to walk into the club where she works?	in a town where eight million people live, you happen to come to a club where she works?	1
What, what happened?	what what, what?	0
Like love.	like love?	1
It doesn't matter if you're wearing a mask or make-up.	it doesn't matter if you wear a mask or make up.	1
Recalculation of warehouse level for all warehouses.	the recount of the warehouse level for all warehouses.	1
We have never lost a war, and by God, I'm not about to lose this one!	we have never lost the war before and, God is my witness, I'm not going to lose this one!	1
I'll get your money.	I'll get you money.	1
An additional dose is recommended for kittens living in high-risk areas for feline leukaemia virus whose first dose was administered before 12 weeks of age.	the supplemental dose is recommended for kittens living in areas at high risk of infection with leukaemia of cats who were first administered before the 12th week of age.	1
Mind my breakfast.	my breakfast.	1
Through this the energy of the substrate flows.	- Europe's transport infrastructure and the European energy market are the other key engines of growth.	0
Are you gonna go to the island?	will you go see the island?	1
Truth is it's kind of comforting.	it's kind of...	0
Lea tried to argue with him, but he wouldn't listen to her.	I tried to stop him.	0
I'm gonna say it.	I'm gonna-- I'm gonna go.	0
Time to move on.	it's time to move on.	1
The condition is accordingly met.	this condition is therefore fulfilled.	1
Subject: Continuing terror in Darfur: the responsibility of the Sudanese Government Answer from the Council (7 May 2008)	subject: Responsibility for politicians in the European Union Answer from the Commission (5 May 2010)	0
Still, it is immensely satisfying to hear you admit your mistake in supporting Kennedy.	it is equally satisfying to hear you admit a mistake in supporting Kennedy.	1
Cannot delete a version that has projects	could not delete version with projects.	1
Don't complicate things	don't complicate it!	0
"Yeah, maybe so."	"maybe, maybe, maybe."	0
Where are you coming from?	when are you coming?	0
No, you're a shameless bitch.	no, you're a presumptuous bitch.	1
That sounded a little desperate.	that sounded weird.	0
Is that the deal that you made?	is that a deal you made?	1
This is an astonishing breakthrough.	absolutely astonishing.	0
I'm sorry, I think I'm wasting your time. Sorry.	I'm not wasting your time.	0
I admitted Mrs. Drusse with paresisor paraesthesiae in her right arm.	I accepted Mrs. Drusse with her right arm.	1
When I first came, it was filled with scribes, translating the words of the gods into languages so that everyone could read them.	when I first came here, it was full of scribes, translating the words of gods into different languages to read them all.	1
Well, Dad was on his way to meet my mom to propose, and he runs into his ex-girlfriend, Caroline Hopper.	mom, Dad, sit down.	0
Babies, come on.	come on, come on, come on.	0
This has been our church since Sam was in kindergarten.	to the church.	0
My name is Steve Austin, and if you're senile, yes, I am the six-million dollar man!	my name is Steve Austin, and if you're senile, yes, I'm a man, for all the money!	1
... but I wanna be home, too.	I wanna go home	0
I want it to go there, land, and come back.	and tomorrow, you're going back to your Tuscon conference, and I have to go for a medical check-in this weekend.	0
I'd like to speak to you for a moment.	I have to speak with you.	0
Are you two still close?	two, two, two.	0
“What the hell is a buster book?” the detective grumbled.	is the detective handsome?	0
Get that tank out of the way.	get that tank out of here.	1
And are you reading my mind?	are you reading this?	0
Error opening keyring '%s' for writing:	error opening keyring '% s' for '% s':	0
Are fired!	you're fired!	1
Let's start with you, monti.	start with this.	0
To protect the Savoy. You made a move on The Tumbleweed to protect the Savoy?	did you take a step on Tumblewee to protect the Savoy?	1
I'm calling for senator Sheridan.	calling Senator Sheridan.	1
They argued that the allegedly retroactive imposition would also violate legitimate expectations.	they argued that the imposition of anti-dumping duties with allegedly retroactive effect would also violate legitimate expectations.	1
She's always here.	he's always here.	1
Oh, fuck. They got company.	shit, they got company.	1
Uh, Emma, I need to talk toyou.	uh, Emma, I need to talk to you.	1
Height and weight like you asked.	weight and volume.	0
I mean, at first, it was just one of those things you just... you just talk about.	I mean, first of all, it was just one of those things, just... just talk.	1
To go with you to Gondor and use the Ring to defend Minas Tirith.	to go to Gondor and by the Ring he defended Minas Tirith.	1
How God works in mysterious ways and how everything works out for the good if you just keep repeating the lies.	how God works in mysterious ways and how everything works for the well-off if it's enough to keep up with the repetition of lies.	1
You can play a lot of Scrabble in forty years, go on a lot of Crossword Cruises, drink a lot of whiskey.	you can buy me a drink.	0
Whew. You can take him home.	you can take him home.	1
Crazy as it sounds, I think the Winter Soldier... might be someone I know.	you might.	0
I'm not afraid of anything you can do anymore, Ben.	I'm not afraid of you, and I'm not afraid of your husband.	0
But Fëanor laughed, and spoke not to the herald, but to the Noldor, saying: ‚So!	but Fëanor laughed and spoke no to the herald, but to Noldor, and he said, "Come on!	1
Do you wanna make it two?	you wanna fucking do this?	0
You dumb son of a bitch!	don't move, you son of a bitch!	0
Captain's Log, stardate 1672.1.	captain's log, stardate 47829.1.	0
And so he entered the Mobius Continuum, found a past-time door and journeyed back a little way, less than two years into the past.	and so he slipped into the Möbius Continuum, found the door into the past, and traveled a little way back, not more than two years.	1
Princess, I'm poor, and not good-looking... but I know how to cook curry.	I have to cook.	0
I swear, I killed her.	and, uh... killed... I killed her.	0
You shouldn't be out here alone.	you shouldn't be alone.	1
Yeah, sure it will.	sure, sure.	0
Stop! Wait!	stop!	1
Ah no, a girlfriend from high school.	oh, no, just a friend from high school.	1
Then, a Spanish bullet.	then came the Spanish bullet.	1
Height and weight like you asked.	you lost weight.	0
Told you I could fill this place up.	fill this out.	0
I guess so.	I... I guess.	0
Take care of yourself.	go, take care of yourself.	1
Two hours after sunset, meet me at the edge of the swamp.	for the edge.	0
But of course, Count.	of course, Count.	1
I'm really sorry. I can't...	I really... really can't.	0
10 Article 2 of the directive, ‘Concept of discrimination’, provides:	10 Article 2 of that directive, entitled "Concept of discrimination," provides:	1
Infections Tell your doctor immediately if you get signs of an infection including:	infections Tell your doctor immediately if you experience symptoms of infectious disease, which include:	1
It just seems like a really crappy deal.	it just seems like a really stupid deal.	1
But the man revealed nothing and simply stood waiting, listening, his expression inscrutable.	but the man showed nothing, simply stood, waited, and listened with a devious expression.	1
Colonel Dax, you're a disappointment to me.	you're a disappointment!	0
The EESC echoes these concerns about the lack of consistent statistical information and evidence on which to judge progress and proposed development.	the EESC reiterates its concerns about the lack of consistent statistical information and evidence to assess progress and proposed developments.	1
Yeah! That's it, baby!	that's it, baby!	1
( 64 ) OJ L 169, 12.7.1993, p. 1 . Directive as last amended by Regulation (EC) No 1882/2003.	(3) OJ L 183, 29.6.1989, p. 1. Directive as amended by Regulation (EC) No 1882 / 2003.	0
Savannah, Kasey, Dolly, Kendra, Carla, Chloe, Devon, Emmylou. Fucking Becky?	Casey, Dolly, Kendra, Kylie, Chloe, Devon, Emma, fucking Becky?	1
Article 67 Notifications relating to the voluntary coupled support 1.	article 67 Notifications concerning voluntary support linked to production 1.	1
Some kind of sniper.	some sniper.	1
They were in Nubia now.	they were already in Núbia.	1
Wish I'd done it myself.	I wish I had done it myself.	1
Maybe a couple girls, too.	maybe a couple of girls.	1
How dare you endanger my face!	how dare you threaten me!	1
You expecting a problem, sir?	you expecting guests?	0
Working towards better quantification of the tax gap The tax gap is the difference between tax that is due and the amount actually collected by national authorities.	better quantification of the tax deficit The tax deficit is the difference between the projected tax revenues and the amount that Member States "authorities will actually choose.	1
She sent Melein to the Sen and Medai to the regul when she saw how things were drifting with them.	she sent Melein to Senu and Medai to regul when she saw what things were taking them.	1
She could see he was angry with her for insisting and expected him to refuse.	she saw that her insistence made him angry, and she waited for him to refuse.	1
It's the rebel Skitters.	a rebel.	0
Right.	oh, right.	1
What did I tell you? Huh?	did I wake you?	0
All right, here we go. Here we go. Okay.	here we go.	1
Larry and I-- whatever larry has, I probably have it as well.	Larry and I... whatever Larry's got, I have it, too.	1
If you'll excuse me, I'm not feeling well.	excuse me?	0
And then, before her eyes, the form of Uther Pendragon faded, and before her stood another man whom the living Viviane had seen only in dreams.	and then, before her eyes, the likeness of Uther Pendragon faded, and in the presence of the other man Viviane had seen only in his dreams.	1
You got your name in the paper	you have your name on paper.	1
I've known this guy since high school.	I've known him since school.	1
Well, they probably didn't expect him to be part of their spring crop.	they probably didn't expect it as part of their spring harvest.	1
No shit!	oh, shit!	1
But I'm-- I'm not afraid anymore.	I'm not afraid of you.	0
Get out, Joel, we're warming up.	get out, Joel, we're getting warmed up.	1
Before Arrowhead and before Phillip dropped out, they worked together, he and this Steven Rae.	you dropped this.	0
(d) issue certificates of release to service on completion of maintenance, in accordance with point M.A.612 or point M.A.613.’	(D) to issue a release certificate after completion of maintenance according to point M.A.612 or M.A.613. "	1
"I KNEW he could,"	"I knew,"	1
If dedicated capacity is allocated to the voice call termination service irrespective of the technology deployed, then the demarcation point remains at the level of the (remote) concentrator.	if the service termination service is allocated to the reserved capacity, regardless of deployed technology, then the resolution point remains at the (remote) concentration level.	1
This will include analysing and securing public and private critical networked infrastructures and services against any type of threats, including aviation-related threats.	this will include analysis and security of public and private critical related infrastructures and services against any threats, including threats associated with the air force.	1
About us?	with us?	1
Unless we can find his grave and destroy him in it.	unless we find his grave and we don't destroy him.	1
Vehicles that can be fuelled either with petrol or with LPG or NG should be tested in the Type V test on petrol only.	vehicles which can use either petrol, LPG or NG should be tested with petrol only when tested.	1
When she shook the bottle with her other hand, a little escaped from around her thumb and it sprinkled on the patient's face.	when she shook her other hand, a little liquid slipped around her thumb and sprayed the patient on her face.	1
116 – Paragraphs 237 and 238 of the contested judgment.	116 - Paragraphs 237 and 238 of the judgment under appeal.	1
The one thing I never want to lose is you or daddy.	and the only thing I don't want is to lose you or Dad.	1
I know you, too.	I know you know.	0
You still have to put on pants!	you've got to put on your pants!	1
With regard to this Directive, the legislator considers the transmission of such documents to be justified.	in the case of this Directive, the legislator considers the presentation of those documents to be justified.	1
It's a problem for some people.	for some people, a problem.	1
Summer break!	summer vacation!	1
